loc,v(g),uniq_Op,uniq_Opnd,total_Op,total_Opnd,defects
10,2,7,6,12,6,FALSE
10,2,7,6,12,6,FALSE
10,2,6,6,11,6,FALSE
10,2,6,6,11,6,FALSE
6,1,4,2,4,2,FALSE
4,1,4,2,4,2,FALSE
14,2,9,6,21,10,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,2,3,2,FALSE
7,2,6,2,7,3,FALSE
1,1,3,2,3,2,FALSE
8,2,7,4,9,5,FALSE
4,1,3,1,3,1,FALSE
40,4,10,14,38,23,FALSE
1,1,1,0,1,0,FALSE
37,4,14,15,45,26,FALSE
3,1,1,0,1,0,FALSE
143,17,17,44,208,137,FALSE
6,1,2,4,3,4,FALSE
5,1,1,2,1,2,FALSE
3,1,1,0,1,0,FALSE
107,18,25,31,136,77,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
53,3,12,24,53,36,FALSE
34,5,12,17,46,31,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,4,1,4,1,FALSE
1,1,3,1,3,1,FALSE
39,3,12,15,68,36,FALSE
52,5,12,15,57,31,FALSE
20,4,9,7,26,18,FALSE
25,4,11,15,39,24,FALSE
28,4,11,15,39,24,FALSE
28,4,11,15,39,24,FALSE
5,1,3,1,3,1,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
1,1,1,0,1,0,FALSE
32,4,13,26,59,46,FALSE
13,2,13,11,23,17,FALSE
73,7,13,32,99,68,FALSE
16,2,7,4,14,6,FALSE
2,1,7,3,8,4,FALSE
283,34,23,120,678,428,FALSE
18,3,10,5,19,7,FALSE
4,1,1,0,1,0,FALSE
4,1,6,0,6,0,FALSE
21,2,11,12,25,16,FALSE
1,1,0,3,0,4,FALSE
9,1,1,4,1,4,FALSE
4,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
1,1,0,0,0,0,FALSE
3,1,1,0,1,0,FALSE
10,2,9,10,21,16,FALSE
9,2,14,8,22,14,FALSE
2,1,3,2,3,2,FALSE
2,1,3,2,3,2,FALSE
2,1,3,2,3,2,FALSE
2,1,3,1,3,1,FALSE
2,1,5,1,5,1,FALSE
5,1,3,3,5,4,FALSE
2,1,3,1,3,1,FALSE
5,1,1,0,1,0,FALSE
26,3,12,14,30,22,FALSE
35,3,12,17,47,28,FALSE
1,1,1,0,1,0,FALSE
13,1,7,13,16,15,FALSE
131,17,24,54,247,152,FALSE
1,1,3,2,3,2,FALSE
2,1,3,2,3,2,FALSE
4,1,3,2,3,2,FALSE
1,1,3,2,3,2,FALSE
33,3,13,15,56,35,FALSE
44,6,18,20,71,43,FALSE
12,2,9,7,15,13,FALSE
14,2,11,5,19,13,FALSE
36,3,12,17,47,28,FALSE
16,2,7,4,14,6,FALSE
91,8,17,37,107,79,FALSE
2,1,3,2,3,2,FALSE
2,1,3,2,3,2,FALSE
3,1,1,0,1,0,FALSE
9,2,6,2,8,4,FALSE
9,3,10,6,14,9,FALSE
12,3,8,6,16,9,FALSE
83,7,14,44,120,104,FALSE
79,7,14,44,116,101,FALSE
120,19,20,58,188,130,FALSE
131,20,20,61,200,140,FALSE
17,3,8,10,31,18,FALSE
9,1,4,13,16,15,FALSE
9,1,3,7,13,12,FALSE
3,1,1,0,1,0,FALSE
1,1,0,0,0,0,FALSE
7,2,8,4,10,5,FALSE
14,3,14,12,25,17,FALSE
13,3,14,11,23,15,FALSE
1,1,3,1,3,1,FALSE
2,1,3,2,3,2,FALSE
2,1,3,2,3,2,FALSE
2,1,3,2,3,2,FALSE
1,1,3,1,3,1,FALSE
8,1,5,9,12,12,FALSE
2,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
2,1,5,1,5,1,FALSE
9,2,7,5,9,6,FALSE
16,3,9,8,15,13,FALSE
9,2,8,5,10,6,FALSE
54,4,15,21,57,35,FALSE
6,2,10,6,13,6,FALSE
4,1,3,1,3,1,FALSE
10,1,7,7,23,12,FALSE
14,3,10,6,19,10,FALSE
20,4,10,14,26,20,FALSE
11,1,5,9,19,16,FALSE
12,3,11,7,24,14,FALSE
4,1,3,2,3,2,FALSE
18,3,9,6,20,10,FALSE
20,4,10,8,25,13,FALSE
12,3,11,7,24,14,FALSE
16,4,11,8,24,13,FALSE
6,2,10,6,13,6,FALSE
6,2,10,6,13,6,FALSE
2,1,3,2,3,2,FALSE
2,1,3,2,3,2,FALSE
10,1,3,7,13,12,FALSE
4,1,4,1,4,1,FALSE
4,1,2,1,2,1,FALSE
2,1,2,1,2,1,FALSE
1,1,3,4,5,4,FALSE
1,1,3,1,3,1,FALSE
10,2,8,4,10,6,FALSE
9,2,5,3,7,4,FALSE
2,1,1,0,1,0,FALSE
2,1,1,0,1,0,FALSE
2,1,1,0,1,0,FALSE
2,1,1,0,1,0,FALSE
15,1,0,0,0,0,FALSE
20,2,0,0,0,0,FALSE
8,1,1,4,3,4,FALSE
2,1,0,0,0,0,FALSE
2,1,0,0,0,0,FALSE
2,1,0,0,0,0,FALSE
88,15,16,35,152,103,FALSE
26,4,13,14,42,21,FALSE
27,7,12,20,65,32,FALSE
15,1,0,0,0,0,FALSE
20,2,0,0,0,0,FALSE
15,1,0,0,0,0,FALSE
20,2,0,0,0,0,FALSE
36,9,13,32,109,56,FALSE
4,1,3,1,3,1,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
45,6,14,19,65,35,FALSE
116,17,20,42,155,105,FALSE
44,7,15,22,50,30,FALSE
32,4,12,16,36,21,FALSE
26,2,11,11,44,23,FALSE
99,19,20,44,195,117,FALSE
52,10,16,29,110,64,FALSE
52,6,12,24,83,49,FALSE
5,1,2,2,2,2,FALSE
93,10,16,52,149,96,FALSE
31,2,9,32,102,45,FALSE
4,1,2,1,2,1,FALSE
2,1,2,1,2,1,FALSE
4,1,2,2,2,2,FALSE
22,3,12,9,37,17,FALSE
2,1,7,6,10,6,FALSE
2,1,5,3,5,3,FALSE
2,1,5,3,5,3,FALSE
2,1,7,7,11,7,FALSE
2,1,5,5,7,5,FALSE
2,1,5,5,7,5,FALSE
2,1,5,5,7,5,FALSE
2,1,7,7,11,7,FALSE
2,1,5,4,6,4,FALSE
2,1,5,4,6,4,FALSE
2,1,5,4,6,4,FALSE
2,1,7,7,11,7,FALSE
2,1,5,5,7,5,FALSE
2,1,7,7,11,7,FALSE
2,1,7,8,12,8,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
25,3,10,11,36,21,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
66,9,14,26,114,65,FALSE
2,1,3,1,3,1,FALSE
2,1,4,1,4,1,FALSE
2,2,4,3,4,3,FALSE
5,1,1,0,1,0,FALSE
28,4,11,13,32,27,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
62,10,19,27,85,49,FALSE
44,8,21,25,68,43,FALSE
44,8,21,25,68,43,FALSE
3,1,3,2,3,2,FALSE
19,2,8,10,29,16,FALSE
3,1,3,2,3,2,FALSE
15,1,9,9,20,12,FALSE
24,2,8,11,32,18,FALSE
21,3,7,27,48,36,FALSE
12,1,7,8,12,9,FALSE
42,5,19,22,67,53,FALSE
5,3,13,5,16,8,FALSE
2,1,7,6,10,6,FALSE
45,11,20,31,189,117,FALSE
2,1,5,3,5,3,FALSE
9,3,10,6,17,10,FALSE
2,1,5,3,5,3,FALSE
2,1,7,7,11,7,FALSE
2,1,5,5,7,5,FALSE
2,1,5,5,7,5,FALSE
20,3,16,17,45,30,FALSE
2,1,5,5,7,5,FALSE
20,3,16,10,33,19,FALSE
13,5,13,5,22,14,FALSE
15,3,8,6,14,14,FALSE
28,11,12,21,74,47,FALSE
2,1,7,7,11,7,FALSE
6,1,8,7,16,11,FALSE
2,1,5,4,6,4,FALSE
2,1,5,4,6,4,FALSE
2,1,5,4,6,4,FALSE
2,1,7,7,11,7,FALSE
76,13,19,39,135,88,FALSE
69,11,19,35,126,80,FALSE
2,1,5,5,7,5,FALSE
2,1,7,7,11,7,FALSE
2,1,7,8,12,8,FALSE
39,1,16,25,82,53,FALSE
2,1,3,1,3,1,FALSE
2,2,4,3,4,3,FALSE
46,7,15,16,64,33,FALSE
5,1,1,0,1,0,FALSE
36,6,17,24,88,63,FALSE
6,1,3,4,5,4,FALSE
3,1,3,2,3,2,FALSE
3,1,3,2,3,2,FALSE
8,2,11,6,13,8,FALSE
60,17,22,39,181,138,FALSE
70,20,22,44,252,166,FALSE
93,25,24,48,317,215,FALSE
44,13,23,17,114,73,FALSE
3,1,1,0,1,0,FALSE
2,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
2,1,1,0,1,0,FALSE
3,1,0,0,0,0,FALSE
31,1,0,0,0,0,FALSE
6,1,0,0,0,0,FALSE
34,1,0,0,0,0,FALSE
21,2,0,0,0,0,FALSE
45,3,0,0,0,0,FALSE
6,1,0,0,0,0,FALSE
27,2,0,0,0,0,FALSE
48,10,14,32,110,62,FALSE
6,1,0,0,0,0,FALSE
27,3,13,15,36,22,FALSE
27,1,0,0,0,0,FALSE
37,1,0,0,0,0,FALSE
6,1,0,0,0,0,FALSE
26,2,9,16,26,21,FALSE
15,2,8,6,15,10,FALSE
6,1,1,2,1,2,FALSE
4,1,2,1,2,1,FALSE
9,1,1,4,3,5,FALSE
4,1,2,1,2,1,FALSE
5,1,1,1,1,1,FALSE
2,1,0,0,0,0,FALSE
4,1,2,1,2,1,FALSE
3,1,0,0,0,0,FALSE
3,1,0,1,0,1,FALSE
131,18,16,47,218,145,FALSE
15,1,0,0,0,0,FALSE
20,2,0,0,0,0,FALSE
15,2,8,6,15,10,FALSE
20,2,0,0,0,0,FALSE
15,1,0,0,0,0,FALSE
15,2,8,6,15,10,FALSE
17,2,0,0,0,0,FALSE
9,1,0,0,0,0,FALSE
1,1,3,1,3,1,FALSE
15,1,0,0,0,0,FALSE
15,1,0,0,0,0,FALSE
19,2,0,0,0,0,FALSE
1,1,3,1,3,1,FALSE
15,1,0,0,0,0,FALSE
2,1,5,1,5,1,FALSE
38,3,0,0,0,0,FALSE
44,5,13,22,61,34,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
27,1,0,0,0,0,FALSE
6,1,0,0,0,0,FALSE
29,2,10,15,41,24,FALSE
38,1,0,0,0,0,FALSE
23,2,9,16,39,29,FALSE
15,2,8,6,15,10,FALSE
27,2,9,18,43,31,FALSE
26,1,0,0,0,0,FALSE
24,1,0,0,0,0,FALSE
6,1,0,0,0,0,FALSE
23,2,9,12,30,16,FALSE
21,2,9,14,33,24,FALSE
15,2,8,6,15,10,FALSE
26,2,9,18,43,31,FALSE
13,1,0,0,0,0,FALSE
15,2,8,6,15,10,FALSE
4,1,3,2,3,2,FALSE
4,1,3,2,3,2,FALSE
10,1,4,4,8,4,FALSE
3,1,1,0,1,0,FALSE
4,1,4,2,4,2,FALSE
3,1,1,0,1,0,FALSE
7,3,7,5,14,8,FALSE
3,1,1,0,1,0,FALSE
4,1,4,2,4,2,FALSE
3,1,1,0,1,0,FALSE
7,3,7,5,14,8,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
59,11,15,23,93,45,FALSE
66,6,13,23,97,56,FALSE
26,1,8,13,30,26,FALSE
17,3,10,6,20,9,FALSE
34,9,15,13,54,29,FALSE
25,3,14,14,46,22,FALSE
12,1,7,6,10,7,FALSE
63,7,18,22,100,44,FALSE
17,2,10,8,23,12,FALSE
61,7,18,22,100,44,FALSE
16,2,9,6,22,10,FALSE
19,2,10,10,27,14,FALSE
11,1,6,4,10,5,FALSE
19,2,10,10,24,13,FALSE
19,2,10,10,27,14,FALSE
18,2,10,9,26,13,FALSE
39,4,14,19,61,40,FALSE
60,10,14,23,91,46,FALSE
17,3,10,6,20,9,FALSE
13,2,9,5,17,9,FALSE
13,2,9,5,17,9,FALSE
23,6,15,9,34,19,FALSE
149,25,21,46,268,133,FALSE
25,1,10,14,44,27,FALSE
41,5,13,21,68,34,FALSE
5,1,2,2,2,2,FALSE
3,1,2,2,2,2,FALSE
12,1,4,5,4,6,FALSE
2,1,2,1,2,1,FALSE
2,1,2,2,2,2,FALSE
37,5,14,19,62,31,FALSE
2,1,2,1,2,1,FALSE
2,1,2,1,2,1,FALSE
8,1,5,5,6,5,FALSE
32,4,13,19,59,29,FALSE
2,1,2,2,2,2,FALSE
13,1,4,5,4,6,FALSE
37,5,13,19,60,31,FALSE
2,1,2,2,2,2,FALSE
11,1,4,4,4,5,FALSE
2,1,2,2,2,2,FALSE
33,4,13,19,59,29,FALSE
13,1,4,5,4,6,FALSE
16,3,9,6,19,13,FALSE
2,1,2,1,2,1,FALSE
4,1,2,1,2,1,FALSE
30,1,8,25,59,35,FALSE
4,1,2,1,2,1,FALSE
6,1,5,4,6,4,FALSE
6,1,5,4,6,4,FALSE
62,11,17,23,117,59,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
25,3,10,11,36,21,FALSE
25,3,10,11,36,21,FALSE
25,3,10,11,36,21,FALSE
25,3,10,11,36,21,FALSE
25,3,10,11,36,21,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
42,5,15,18,52,35,FALSE
49,5,15,21,59,41,FALSE
48,5,15,19,59,41,FALSE
42,5,15,19,53,36,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
8,1,6,5,11,6,FALSE
136,19,19,45,220,114,FALSE
2,1,5,2,5,2,FALSE
2,1,3,2,3,2,FALSE
123,21,21,44,236,148,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
59,11,17,22,91,42,FALSE
91,17,16,26,141,63,FALSE
49,5,14,18,72,38,FALSE
77,13,17,27,134,62,FALSE
76,14,16,27,132,61,FALSE
54,9,14,18,65,31,FALSE
57,10,14,21,80,39,FALSE
7,1,5,3,9,4,FALSE
92,10,18,34,145,74,FALSE
63,12,14,24,102,49,FALSE
48,8,14,20,74,39,FALSE
65,12,14,24,117,55,FALSE
18,4,11,7,23,11,FALSE
46,5,12,17,57,30,FALSE
7,1,5,3,9,4,FALSE
43,4,12,14,42,22,FALSE
32,2,10,33,108,46,FALSE
22,2,9,15,44,19,FALSE
15,1,8,8,18,10,FALSE
15,1,8,8,18,10,FALSE
15,1,8,8,18,10,FALSE
57,8,20,17,78,46,FALSE
52,7,19,16,75,44,FALSE
1,1,3,1,3,1,FALSE
4,1,3,2,3,2,FALSE
14,1,7,6,9,6,FALSE
14,1,7,6,9,6,FALSE
13,1,7,5,8,5,FALSE
14,1,7,6,9,6,FALSE
9,1,6,4,7,4,FALSE
23,3,10,11,37,20,FALSE
23,3,10,11,40,23,FALSE
17,2,10,10,27,16,FALSE
31,5,12,16,46,27,FALSE
17,2,10,9,24,14,FALSE
8,2,7,2,9,5,FALSE
5,2,5,2,5,3,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
12,2,7,4,10,5,FALSE
3,1,1,0,1,0,FALSE
59,7,19,29,115,67,FALSE
53,6,18,24,85,46,FALSE
28,3,9,14,40,20,FALSE
6,1,5,3,6,3,FALSE
62,7,18,25,104,54,FALSE
6,1,5,3,6,3,FALSE
50,4,15,34,108,57,FALSE
131,9,22,43,169,106,FALSE
2,1,3,2,3,2,FALSE
91,9,16,33,129,70,FALSE
4,1,3,2,3,2,FALSE
49,8,16,18,62,33,FALSE
63,5,10,17,67,36,FALSE
131,9,22,43,169,106,FALSE
21,2,10,6,25,11,FALSE
9,1,5,3,6,3,FALSE
34,5,14,15,43,23,FALSE
6,1,5,3,6,3,FALSE
2,1,3,2,3,2,FALSE
56,7,11,19,81,42,FALSE
17,2,7,6,18,9,FALSE
65,7,17,22,94,49,FALSE
29,4,11,14,34,22,FALSE
10,1,4,6,8,8,FALSE
2,1,2,1,2,1,FALSE
1,1,0,1,0,2,FALSE
4,1,3,3,3,3,FALSE
4,1,1,1,1,1,FALSE
2,1,2,1,2,1,FALSE
2,1,2,1,2,1,FALSE
6,1,3,4,5,4,FALSE
4,1,1,1,1,1,FALSE
4,1,1,2,1,2,FALSE
25,2,10,10,18,17,FALSE
7,1,4,4,6,6,FALSE
2,1,2,1,2,1,FALSE
2,1,2,1,2,1,FALSE
72,7,22,36,94,62,FALSE
45,3,13,18,47,29,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
7,1,5,3,6,3,FALSE
1,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
41,2,12,29,101,48,FALSE
5,1,5,4,6,4,FALSE
30,3,10,8,36,17,FALSE
53,5,15,27,83,57,FALSE
123,15,26,55,212,138,FALSE
2,1,3,2,3,2,FALSE
6,1,5,3,6,3,FALSE
1,1,1,0,1,0,FALSE
44,5,13,15,59,29,FALSE
13,1,5,5,9,5,FALSE
13,1,5,5,9,5,FALSE
44,5,13,15,59,29,FALSE
6,1,6,3,7,4,FALSE
7,1,3,2,3,2,FALSE
118,19,18,46,172,97,FALSE
65,7,15,33,99,66,FALSE
129,22,19,48,215,129,FALSE
7,1,6,3,7,4,FALSE
44,5,13,15,59,29,FALSE
14,1,5,5,9,5,FALSE
6,1,7,1,7,1,FALSE
2,2,7,3,8,3,FALSE
2,1,4,1,4,1,FALSE
2,2,6,3,7,4,FALSE
58,5,14,35,69,53,FALSE
4,1,3,2,3,2,FALSE
75,10,15,28,117,64,FALSE
95,18,18,32,149,88,FALSE
18,2,9,7,22,11,FALSE
6,1,5,3,6,3,FALSE
2,1,3,2,3,2,FALSE
47,7,19,23,82,51,FALSE
10,1,5,3,6,3,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
27,2,9,12,33,21,FALSE
27,2,9,12,33,21,FALSE
27,2,9,11,31,19,FALSE
36,5,13,14,48,27,FALSE
38,4,15,13,45,24,FALSE
81,7,15,33,111,63,FALSE
26,2,9,9,27,16,FALSE
8,1,6,2,7,3,FALSE
71,10,15,25,107,61,FALSE
70,10,14,26,106,61,FALSE
1,1,3,2,3,2,FALSE
4,1,3,2,3,2,FALSE
1,1,3,2,3,2,FALSE
1,1,3,2,3,2,FALSE
1,1,3,2,3,2,FALSE
4,1,3,2,3,2,FALSE
4,1,3,2,3,2,FALSE
1,1,1,0,1,0,FALSE
4,1,3,2,3,2,FALSE
1,1,1,0,1,0,FALSE
3,1,3,2,3,2,FALSE
2,1,3,1,3,1,FALSE
85,11,24,36,129,82,FALSE
150,17,23,40,195,122,FALSE
148,19,28,59,238,158,FALSE
2,1,3,1,3,1,FALSE
3,1,3,2,3,2,FALSE
155,24,21,54,245,162,FALSE
4,1,3,2,3,2,FALSE
118,14,22,58,188,140,FALSE
108,12,18,43,174,102,FALSE
8,2,7,2,9,5,FALSE
32,6,9,11,32,26,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
10,2,7,4,10,5,FALSE
3,1,1,0,1,0,FALSE
46,2,10,27,56,41,FALSE
12,1,5,4,12,6,FALSE
15,2,7,7,18,10,FALSE
7,1,5,3,6,3,FALSE
7,1,5,3,6,3,FALSE
11,1,5,4,12,6,FALSE
42,5,20,18,61,34,FALSE
85,6,16,35,112,75,FALSE
11,1,5,4,12,6,FALSE
4,1,6,3,6,3,FALSE
6,1,7,5,10,5,FALSE
3,1,1,0,1,0,FALSE
10,1,6,5,10,6,FALSE
10,1,6,5,10,6,FALSE
19,1,5,4,12,6,FALSE
78,10,11,18,114,54,FALSE
68,5,15,26,91,53,FALSE
61,8,18,23,94,48,FALSE
2,1,2,1,2,1,FALSE
6,1,3,4,5,4,FALSE
25,1,7,32,43,39,FALSE
2,1,2,1,2,1,FALSE
2,1,2,1,2,1,FALSE
3,1,1,0,1,0,FALSE
3,1,1,1,1,1,FALSE
3,1,1,0,1,0,FALSE
18,2,9,8,15,11,FALSE
16,2,9,7,15,10,FALSE
4,1,4,2,4,2,FALSE
48,5,18,22,81,44,FALSE
28,2,12,14,44,20,FALSE
1,1,3,1,3,1,FALSE
28,2,12,14,45,20,FALSE
75,5,15,30,98,56,FALSE
14,1,5,4,12,6,FALSE
8,1,6,5,11,6,FALSE
2,1,5,2,5,2,FALSE
65,7,19,29,108,61,FALSE
54,6,18,25,90,49,FALSE
13,2,8,6,19,10,FALSE
18,2,8,7,23,12,FALSE
5,1,6,4,7,4,FALSE
4,1,6,3,6,3,FALSE
4,1,6,3,6,3,FALSE
5,1,6,4,7,4,FALSE
12,1,8,8,22,12,FALSE
12,1,8,8,22,12,FALSE
46,5,19,22,69,40,FALSE
47,5,20,24,70,42,FALSE
39,4,13,19,41,29,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
1,1,1,0,1,0,FALSE
9,1,6,4,9,5,FALSE
9,1,6,4,9,5,FALSE
49,4,17,36,78,61,FALSE
1,1,3,2,3,2,FALSE
1,1,3,2,3,2,FALSE
19,2,9,10,26,15,FALSE
32,3,13,16,39,23,FALSE
15,2,10,10,29,16,FALSE
16,2,10,10,29,16,FALSE
9,1,8,6,18,9,FALSE
16,1,9,10,21,13,FALSE
14,1,9,8,16,10,FALSE
9,1,8,6,18,9,FALSE
6,1,3,2,3,2,FALSE
17,2,10,12,34,19,FALSE
17,2,10,12,34,19,FALSE
15,2,10,10,29,16,FALSE
16,2,10,12,33,19,FALSE
22,2,7,9,24,12,FALSE
50,4,17,37,78,60,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
36,5,13,19,56,39,FALSE
18,1,9,11,28,20,FALSE
12,1,6,3,7,4,FALSE
25,3,11,16,46,32,FALSE
13,2,7,8,19,13,FALSE
5,1,2,2,2,2,FALSE
3,1,2,2,2,2,FALSE
4,1,2,1,2,1,FALSE
11,1,9,6,15,7,FALSE
45,7,14,22,65,47,FALSE
13,2,7,5,13,10,FALSE
6,1,5,4,6,4,FALSE
16,1,5,3,5,3,FALSE
6,1,5,4,6,4,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
42,5,12,21,72,35,FALSE
2,1,3,2,3,2,FALSE
135,29,18,47,327,192,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
61,5,13,33,101,66,FALSE
25,3,11,15,40,25,FALSE
12,1,7,10,22,13,FALSE
44,5,14,18,65,34,FALSE
4,1,3,2,3,2,FALSE
11,1,6,4,7,4,FALSE
57,9,10,21,59,62,FALSE
39,9,16,20,83,54,FALSE
4,1,3,2,3,2,FALSE
1,1,1,0,1,0,FALSE
4,1,4,1,4,1,FALSE
7,1,3,5,9,8,FALSE
7,2,5,1,6,2,FALSE
4,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
4,1,4,1,4,1,FALSE
6,1,7,4,12,6,FALSE
5,1,6,2,9,3,FALSE
20,2,10,9,31,18,FALSE
5,1,5,2,5,2,FALSE
14,1,4,3,12,4,FALSE
2,1,3,1,3,1,FALSE
2,1,3,2,3,2,FALSE
18,1,11,12,27,18,FALSE
2,2,5,1,5,2,FALSE
2,1,3,2,3,2,FALSE
9,2,5,6,7,7,FALSE
5,1,6,4,9,4,FALSE
2,1,3,2,3,2,FALSE
16,2,10,5,17,9,FALSE
17,2,11,7,20,10,FALSE
2,1,4,1,4,1,FALSE
10,2,9,4,13,6,FALSE
4,1,5,0,5,0,FALSE
2,1,4,0,4,0,FALSE
4,1,2,1,2,1,FALSE
4,1,2,1,2,1,FALSE
2,1,2,1,2,1,FALSE
1,1,0,0,0,0,FALSE
4,1,2,2,2,3,FALSE
3,1,2,2,2,3,FALSE
2,1,2,4,4,4,FALSE
1,1,0,0,0,0,FALSE
1,1,0,0,0,0,FALSE
4,1,1,0,1,0,FALSE
3,1,0,1,0,1,FALSE
2,1,2,1,2,1,FALSE
4,1,2,1,2,1,FALSE
1,1,0,0,0,0,FALSE
2,1,2,1,2,1,FALSE
4,1,2,1,2,1,FALSE
5,1,5,3,9,3,FALSE
6,1,4,4,7,5,FALSE
6,1,3,2,3,2,FALSE
3,1,2,2,2,2,FALSE
4,1,2,2,2,2,FALSE
4,1,2,1,2,1,FALSE
11,1,5,6,6,7,FALSE
2,1,2,1,2,1,FALSE
4,1,2,1,2,1,FALSE
48,7,14,23,70,49,FALSE
3,1,2,2,2,2,FALSE
11,1,7,8,16,9,FALSE
4,1,2,1,2,1,FALSE
5,1,4,3,4,3,FALSE
1,1,3,2,3,2,FALSE
4,1,2,1,2,1,FALSE
4,1,2,2,2,2,FALSE
14,1,2,12,12,12,FALSE
10,2,9,15,32,24,FALSE
15,2,11,10,25,16,FALSE
12,2,11,11,22,19,FALSE
5,1,5,3,5,3,FALSE
7,2,6,1,7,2,FALSE
7,1,7,5,9,6,FALSE
6,1,5,4,6,4,FALSE
6,1,5,4,6,4,FALSE
9,1,9,8,18,11,FALSE
2,1,4,1,4,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,4,5,4,FALSE
2,1,3,2,3,2,FALSE
2,1,3,2,3,2,FALSE
2,1,3,2,3,2,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
8,1,8,3,9,4,FALSE
2,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
