loc,v(g),uniq_Op,uniq_Opnd,total_Op,total_Opnd,defects
24,6,14,17,52,32,FALSE
3,1,3,2,3,2,FALSE
16,3,13,13,33,28,FALSE
14,3,11,14,23,16,FALSE
12,2,9,8,18,11,FALSE
17,2,12,13,89,50,FALSE
10,1,10,8,27,15,FALSE
14,3,11,19,35,34,FALSE
6,1,8,4,11,8,FALSE
14,4,16,12,50,25,FALSE
17,3,11,10,22,13,FALSE
16,2,12,12,45,25,FALSE
19,3,12,12,37,32,FALSE
3,1,7,2,7,2,FALSE
15,1,10,12,45,25,FALSE
20,3,17,27,60,48,FALSE
10,1,13,16,42,27,FALSE
7,4,11,8,18,14,FALSE
18,2,12,14,54,30,FALSE
6,1,11,9,15,12,FALSE
11,5,13,11,34,29,FALSE
12,3,10,9,21,15,FALSE
7,3,9,10,20,20,FALSE
11,3,10,9,21,15,FALSE
12,4,14,12,29,22,FALSE
11,2,13,8,22,13,FALSE
19,3,12,12,37,32,FALSE
199,58,18,83,567,512,FALSE
23,6,20,17,73,43,FALSE
13,4,13,16,34,26,FALSE
11,2,15,9,22,14,FALSE
3,1,3,1,3,1,FALSE
4,1,3,2,3,2,FALSE
45,12,21,39,125,100,FALSE
11,1,13,22,46,38,FALSE
7,1,5,11,13,11,FALSE
3,1,3,1,3,1,FALSE
39,6,16,40,75,60,FALSE
6,2,8,4,10,9,FALSE
10,1,9,6,14,8,FALSE
11,4,9,14,42,41,FALSE
7,1,5,10,13,11,FALSE
13,3,14,7,33,27,FALSE
6,3,10,5,20,8,FALSE
11,5,15,11,42,35,FALSE
45,1,4,46,108,107,FALSE
7,3,12,9,21,20,FALSE
11,8,15,10,42,28,FALSE
6,2,10,9,18,15,FALSE
22,8,15,10,49,34,FALSE
7,3,12,10,23,21,FALSE
8,7,13,4,31,13,FALSE
7,2,10,9,18,15,FALSE
7,1,9,6,13,9,FALSE
4,1,6,3,6,3,FALSE
31,1,14,38,122,103,FALSE
14,3,12,10,23,21,FALSE
14,6,17,13,35,28,FALSE
6,4,10,4,19,8,FALSE
10,2,6,12,17,16,FALSE
6,1,7,4,10,6,FALSE
12,4,16,12,35,31,FALSE
9,6,13,5,31,14,FALSE
20,7,19,19,53,38,FALSE
3,1,3,2,3,2,FALSE
17,7,15,10,58,53,FALSE
5,2,10,6,12,9,FALSE
6,2,8,6,14,13,FALSE
12,4,16,12,35,31,FALSE
9,6,13,7,32,25,FALSE
28,6,12,35,72,62,FALSE
12,4,16,12,35,31,FALSE
11,6,14,5,31,16,FALSE
29,5,13,35,74,62,FALSE
14,3,12,10,23,21,FALSE
8,5,11,8,31,28,FALSE
11,7,14,4,34,17,FALSE
19,7,15,23,72,58,FALSE
12,2,9,14,28,24,FALSE
11,7,13,8,36,33,FALSE
27,19,22,21,150,88,FALSE
30,5,15,32,74,62,FALSE
44,8,23,28,105,72,FALSE
31,4,18,24,115,107,FALSE
7,3,11,5,16,8,FALSE
4,1,8,6,10,8,FALSE
7,4,14,5,22,14,FALSE
35,6,15,22,146,132,FALSE
12,6,19,10,34,23,FALSE
3,1,4,3,4,3,FALSE
12,6,20,10,36,25,FALSE
36,7,16,23,87,74,FALSE
5,1,6,7,12,10,FALSE
10,3,14,7,28,21,FALSE
3,1,4,3,4,3,FALSE
8,3,13,6,19,13,FALSE
9,1,6,11,20,15,FALSE
123,1,6,127,607,605,FALSE
7,3,10,4,15,7,FALSE
10,2,8,9,21,20,FALSE
5,1,6,7,11,10,FALSE
18,5,14,8,40,32,FALSE
5,1,4,6,10,9,FALSE
6,1,11,9,15,12,FALSE
12,2,7,6,13,8,FALSE
16,9,15,5,48,21,FALSE
6,1,4,7,13,12,FALSE
6,1,7,4,10,6,FALSE
12,4,12,8,30,20,FALSE
5,1,1,1,1,1,FALSE
3,1,3,2,3,2,FALSE
8,2,10,9,15,12,FALSE
5,3,10,2,13,6,FALSE
30,13,13,36,109,104,FALSE
17,8,16,10,42,24,FALSE
8,4,10,6,24,12,FALSE
37,15,19,67,146,122,FALSE
10,3,7,6,15,14,FALSE
13,10,14,13,47,38,FALSE
12,1,6,14,61,50,FALSE
9,2,16,13,29,20,FALSE
11,1,10,7,20,14,FALSE
31,9,17,20,85,69,FALSE
19,5,15,14,35,19,FALSE
5,1,4,3,11,6,FALSE
0,1,2,0,2,0,FALSE
4,1,8,4,10,6,FALSE
19,5,15,13,35,19,FALSE
6,4,11,8,18,14,FALSE
8,5,13,4,25,13,FALSE
11,5,13,11,34,29,FALSE
9,2,10,8,16,12,FALSE
18,6,18,18,48,40,FALSE
6,3,9,10,20,20,FALSE
24,11,25,20,88,59,FALSE
3,1,3,3,4,3,FALSE
3,1,3,2,3,2,FALSE
0,1,1,0,1,0,FALSE
5,1,9,7,22,11,FALSE
10,1,10,7,17,9,FALSE
13,4,16,11,38,32,FALSE
10,1,9,6,14,8,FALSE
24,5,14,20,61,52,FALSE
6,2,6,2,9,4,FALSE
74,16,35,41,294,194,FALSE
27,7,15,19,61,34,FALSE
12,1,7,15,34,33,FALSE
13,3,8,6,21,14,FALSE
14,2,10,11,31,27,FALSE
7,2,9,4,12,8,FALSE
21,10,17,23,67,55,FALSE
17,4,10,13,35,29,FALSE
6,3,7,5,14,7,FALSE
21,11,15,24,91,81,FALSE
8,1,5,5,8,6,FALSE
10,3,18,10,30,20,FALSE
7,1,9,10,19,14,FALSE
7,2,7,5,11,6,FALSE
24,5,17,18,65,51,FALSE
8,3,14,9,21,16,FALSE
29,7,13,18,64,58,FALSE
6,2,9,5,12,8,FALSE
10,3,15,15,29,22,FALSE
91,34,19,108,305,243,FALSE
14,4,14,10,27,19,FALSE
11,4,16,17,35,27,FALSE
4,1,5,3,6,3,FALSE
5,3,8,5,11,6,FALSE
21,4,11,27,49,45,FALSE
9,2,10,6,19,13,FALSE
48,13,15,51,111,87,FALSE
34,8,14,33,62,53,FALSE
8,3,13,7,24,15,FALSE
21,4,13,21,51,46,FALSE
27,9,18,23,80,59,FALSE
11,2,10,8,15,11,FALSE
0,1,5,1,5,1,FALSE
16,4,15,10,32,28,FALSE
75,54,38,65,439,255,FALSE
12,3,14,7,25,18,FALSE
17,6,17,12,41,33,FALSE
22,6,23,22,62,39,FALSE
16,5,11,14,42,37,FALSE
24,1,11,22,99,87,FALSE
18,3,19,23,33,26,FALSE
45,12,28,37,166,89,FALSE
31,14,18,28,68,40,FALSE
14,6,20,11,49,25,FALSE
4,2,7,4,7,7,FALSE
14,4,17,15,56,38,FALSE
11,5,13,10,29,22,FALSE
11,2,6,4,11,4,FALSE
6,5,8,7,18,11,FALSE
3,1,4,3,4,3,FALSE
11,3,14,9,21,15,FALSE
5,1,7,5,7,5,FALSE
48,10,28,31,144,102,FALSE
52,25,13,17,148,101,FALSE
4,1,4,4,6,5,FALSE
10,4,17,9,32,23,FALSE
21,4,11,8,26,16,FALSE
10,3,9,12,29,24,FALSE
5,1,6,5,7,5,FALSE
30,11,16,18,86,72,FALSE
4,1,10,5,12,7,FALSE
6,1,11,5,12,6,FALSE
8,2,11,7,16,8,FALSE
15,1,9,11,44,24,FALSE
18,4,14,12,38,28,FALSE
35,6,21,51,160,145,FALSE
15,1,9,10,44,24,FALSE
67,37,37,61,288,181,FALSE
16,9,17,6,50,23,FALSE
12,10,15,13,61,57,FALSE
11,8,16,6,42,18,FALSE
21,5,17,16,31,27,FALSE
11,5,12,5,25,17,FALSE
17,8,20,15,43,31,FALSE
5,2,8,4,12,6,FALSE
11,3,8,6,15,7,FALSE
7,3,11,3,19,10,FALSE
4,1,3,3,5,4,FALSE
77,21,27,92,243,198,FALSE
4,2,11,5,18,8,FALSE
21,7,10,16,49,42,FALSE
22,3,11,21,39,33,FALSE
36,17,25,30,107,89,FALSE
18,5,15,11,43,34,FALSE
23,6,15,13,52,44,FALSE
9,4,13,9,32,17,FALSE
15,3,17,17,103,51,FALSE
9,1,13,7,31,18,FALSE
19,9,22,20,78,47,FALSE
26,4,19,26,126,59,FALSE
13,3,12,11,29,29,FALSE
10,4,14,13,23,22,FALSE
5,2,11,6,12,8,FALSE
39,16,27,45,113,88,FALSE
17,5,20,19,65,45,FALSE
10,3,14,9,20,14,FALSE
13,2,11,9,15,9,FALSE
8,3,7,5,11,8,FALSE
9,2,12,5,23,11,FALSE
10,2,11,11,24,18,FALSE
13,7,15,6,33,17,FALSE
12,2,12,9,28,21,FALSE
9,4,15,9,26,20,FALSE
11,5,11,5,24,17,FALSE
11,4,13,10,30,22,FALSE
5,3,8,5,11,6,FALSE
22,7,12,19,61,50,FALSE
17,7,16,19,62,50,FALSE
65,35,33,68,322,204,FALSE
9,4,14,7,26,19,FALSE
6,2,10,7,16,9,FALSE
7,1,7,4,16,7,FALSE
8,1,7,5,21,10,FALSE
9,1,9,4,15,9,FALSE
8,3,13,7,17,11,FALSE
5,2,9,7,14,8,FALSE
27,6,22,15,82,64,FALSE
11,1,9,6,14,8,FALSE
3,1,3,1,3,1,FALSE
10,7,16,10,36,27,FALSE
13,4,21,15,49,39,FALSE
7,3,11,7,16,10,FALSE
5,3,8,5,11,6,FALSE
17,7,12,24,59,51,FALSE
29,11,25,27,86,75,FALSE
8,4,10,10,23,17,FALSE
5,3,10,2,13,6,FALSE
23,10,18,16,64,55,FALSE
103,28,50,65,397,290,FALSE
15,2,18,12,35,22,FALSE
38,16,25,45,126,102,FALSE
5,2,8,4,10,5,FALSE
36,19,25,30,137,95,FALSE
10,5,11,4,28,14,FALSE
7,3,10,3,15,8,FALSE
5,2,7,4,12,6,FALSE
10,4,13,4,26,15,FALSE
7,6,12,4,28,11,FALSE
8,2,10,6,16,10,FALSE
19,8,21,8,84,77,FALSE
4,1,3,1,3,1,FALSE
7,2,10,8,15,9,FALSE
6,4,10,3,18,8,FALSE
10,5,14,5,28,15,FALSE
5,3,8,5,11,6,FALSE
18,8,22,24,61,50,FALSE
26,18,23,35,119,109,FALSE
